src_ip,dst_ip,packet_size,query_type,is_response,ttl,ancount,likely_spoofed_response,label
192.168.196.1,1.1.1.1,73,28,0,64,0,0,0
192.168.196.1,1.1.1.1,73,1,0,64,0,0,0
1.1.1.1,192.168.196.1,102,1,1,54,2,0,0
192.168.196.1,1.1.1.1,73,15,0,64,0,0,0
192.168.196.1,1.1.1.1,73,2,0,64,0,0,0
192.168.196.1,1.1.1.1,68,2,0,64,0,0,0
1.1.1.1,192.168.196.1,101,28,1,54,1,0,0
1.1.1.1,192.168.196.1,89,1,1,54,1,0,0
192.168.196.1,1.1.1.1,68,28,0,64,0,0,0
192.168.196.1,1.1.1.1,68,15,0,64,0,0,0
192.168.196.1,1.1.1.1,70,15,0,64,0,0,0
192.168.196.1,1.1.1.1,70,1,0,64,0,0,0
192.168.196.1,1.1.1.1,70,28,0,64,0,0,0
192.168.196.1,8.8.8.8,71,2,0,64,0,0,0
192.168.196.1,8.8.8.8,71,15,0,64,0,0,0
192.168.196.1,8.8.8.8,71,15,0,64,0,0,0
192.168.196.1,8.8.8.8,70,2,0,64,0,0,0
192.168.196.1,8.8.8.8,70,2,0,64,0,0,0
1.1.1.1,192.168.196.1,96,28,1,54,1,0,0
192.168.196.1,8.8.8.8,70,28,0,64,0,0,0
1.1.1.1,192.168.196.1,86,1,1,54,1,0,0
192.168.196.1,8.8.8.8,73,2,0,64,0,0,0
192.168.196.1,8.8.8.8,73,2,0,64,0,0,0
8.8.8.8,192.168.196.1,119,2,1,111,2,0,0
192.168.196.1,8.8.8.8,73,15,0,64,0,0,0
192.168.196.1,8.8.8.8,73,15,0,64,0,0,0
192.168.196.1,8.8.8.8,73,2,0,64,0,0,0
192.168.196.1,8.8.8.8,73,1,0,64,0,0,0
192.168.196.1,8.8.8.8,68,15,0,64,0,0,0
8.8.8.8,192.168.196.1,86,15,1,110,1,0,0
192.168.196.1,8.8.8.8,68,1,0,64,0,0,0
192.168.196.1,8.8.8.8,68,28,0,64,0,0,0
192.168.196.1,8.8.8.8,70,2,0,64,0,0,0
8.8.8.8,192.168.196.1,86,15,1,106,1,0,0
192.168.196.1,8.8.8.8,70,15,0,64,0,0,0
192.168.196.1,8.8.8.8,70,1,0,64,0,0,0
8.8.8.8,192.168.196.1,137,2,1,110,3,0,0
192.168.196.1,9.9.9.9,71,1,0,64,0,0,0
8.8.8.8,192.168.196.1,127,15,1,110,1,0,0
192.168.196.1,9.9.9.9,71,2,0,64,0,0,0
192.168.196.1,9.9.9.9,71,2,0,64,0,0,0
8.8.8.8,192.168.196.1,207,2,1,110,4,0,0
192.168.196.1,9.9.9.9,70,1,0,64,0,0,0
192.168.196.1,9.9.9.9,70,2,0,64,0,0,0
192.168.196.1,9.9.9.9,70,1,0,64,0,0,0
8.8.8.8,192.168.196.1,89,1,1,109,1,0,0
192.168.196.1,9.9.9.9,73,28,0,64,0,0,0
192.168.196.1,9.9.9.9,73,2,0,64,0,0,0
8.8.8.8,192.168.196.1,293,2,1,111,8,0,0
192.168.196.1,9.9.9.9,73,15,0,64,0,0,0
192.168.196.1,9.9.9.9,73,28,0,64,0,0,0
8.8.8.8,192.168.196.1,185,15,1,110,5,0,0
192.168.196.1,9.9.9.9,73,28,0,64,0,0,0
192.168.196.1,9.9.9.9,73,28,0,64,0,0,0
8.8.8.8,192.168.196.1,86,1,1,110,1,0,0
192.168.196.1,9.9.9.9,68,28,0,64,0,0,0
192.168.196.1,9.9.9.9,68,15,0,64,0,0,0
192.168.196.1,9.9.9.9,68,28,0,64,0,0,0
192.168.196.1,9.9.9.9,70,1,0,64,0,0,0
192.168.196.1,9.9.9.9,70,28,0,64,0,0,0
192.168.196.1,9.9.9.9,70,2,0,64,0,0,0
9.9.9.9,192.168.196.1,167,1,1,55,6,0,0
9.9.9.9,192.168.196.1,213,28,1,55,5,0,0
192.168.196.1,1.1.1.1,85,1,0,128,0,0,0
192.168.196.1,1.1.1.1,85,65,0,128,0,0,0
1.1.1.1,192.168.196.1,117,1,1,54,2,0,0
1.1.1.1,192.168.196.1,158,65,1,54,1,0,0
192.168.196.1,1.1.1.1,83,1,0,128,0,0,0
192.168.196.1,1.1.1.1,92,1,0,128,0,0,0
1.1.1.1,192.168.196.1,261,1,1,54,10,0,0
1.1.1.1,192.168.196.1,212,1,1,54,3,0,0
192.168.196.1,1.1.1.1,85,1,0,128,0,0,0
192.168.196.1,1.1.1.1,85,65,0,128,0,0,0
1.1.1.1,192.168.196.1,158,65,1,54,1,0,0
1.1.1.1,192.168.196.1,117,1,1,54,2,0,0
192.168.196.1,1.1.1.1,74,1,0,128,0,0,0
192.168.196.1,1.1.1.1,74,65,0,128,0,0,0
192.168.196.1,1.1.1.1,80,1,0,128,0,0,0
192.168.196.1,1.1.1.1,80,65,0,128,0,0,0
192.168.196.1,1.1.1.1,85,1,0,128,0,0,0
192.168.196.1,1.1.1.1,85,65,0,128,0,0,0
192.168.196.1,1.1.1.1,91,1,0,128,0,0,0
192.168.196.1,1.1.1.1,91,65,0,128,0,0,0
192.168.196.1,1.1.1.1,80,1,0,128,0,0,0
192.168.196.1,1.1.1.1,80,65,0,128,0,0,0
192.168.196.1,1.1.1.1,76,1,0,128,0,0,0
192.168.196.1,1.1.1.1,70,1,0,128,0,0,0
192.168.196.1,1.1.1.1,70,65,0,128,0,0,0
192.168.196.1,1.1.1.1,83,1,0,128,0,0,0
192.168.196.1,1.1.1.1,83,65,0,128,0,0,0
192.168.196.1,1.0.0.1,76,1,0,128,0,0,0
192.168.196.1,1.0.0.1,85,1,0,128,0,0,0
192.168.196.1,1.0.0.1,85,65,0,128,0,0,0
1.1.1.1,192.168.196.1,277,1,1,54,6,0,0
1.1.1.1,192.168.196.1,304,65,1,54,4,0,0
1.1.1.1,192.168.196.1,184,1,1,54,5,0,0
1.1.1.1,192.168.196.1,205,65,1,54,1,0,0
1.1.1.1,192.168.196.1,158,65,1,54,1,0,0
1.1.1.1,192.168.196.1,117,1,1,54,2,0,0
1.1.1.1,192.168.196.1,347,1,1,54,16,0,0
1.1.1.1,192.168.196.1,148,65,1,54,0,0,0
1.1.1.1,192.168.196.1,158,65,1,54,1,0,0
1.1.1.1,192.168.196.1,168,1,1,54,3,0,0
1.1.1.1,192.168.196.1,86,1,1,54,1,0,0
1.1.1.1,192.168.196.1,154,65,1,54,0,0,0
1.1.1.1,192.168.196.1,124,1,1,54,2,0,0
1.1.1.1,192.168.196.1,118,1,1,54,2,0,0
1.1.1.1,192.168.196.1,152,65,1,54,1,0,0
1.0.0.1,192.168.196.1,168,1,1,54,3,0,0
1.0.0.1,192.168.196.1,158,65,1,54,1,0,0
1.0.0.1,192.168.196.1,117,1,1,54,2,0,0
192.168.196.1,224.0.0.251,96,12,0,1,0,0,0
192.168.196.1,1.1.1.1,105,1,0,128,0,0,0
192.168.196.1,1.0.0.1,105,1,0,128,0,0,0
1.1.1.1,192.168.196.1,161,1,1,54,2,0,0
1.0.0.1,192.168.196.1,161,1,1,54,2,0,0
192.168.196.1,1.1.1.1,71,1,0,128,0,0,0
192.168.196.1,1.1.1.1,71,65,0,128,0,0,0
192.168.196.1,1.1.1.1,77,1,0,128,0,0,0
192.168.196.1,1.1.1.1,77,65,0,128,0,0,0
192.168.196.1,1.1.1.1,88,1,0,128,0,0,0
192.168.196.1,1.1.1.1,88,65,0,128,0,0,0
1.1.1.1,192.168.196.1,103,1,1,54,2,0,0
1.1.1.1,192.168.196.1,132,65,1,54,0,0,0
1.1.1.1,192.168.196.1,93,1,1,54,1,0,0
1.1.1.1,192.168.196.1,161,65,1,54,0,0,0
1.1.1.1,192.168.196.1,136,1,1,54,3,0,0
1.1.1.1,192.168.196.1,172,65,1,54,0,0,0
192.168.196.1,1.1.1.1,80,1,0,128,0,0,0
192.168.196.1,1.1.1.1,80,65,0,128,0,0,0
192.168.196.1,1.1.1.1,73,1,0,128,0,0,0
192.168.196.1,1.1.1.1,73,65,0,128,0,0,0
1.1.1.1,192.168.196.1,96,1,1,54,1,0,0
1.1.1.1,192.168.196.1,131,65,1,54,0,0,0
1.1.1.1,192.168.196.1,89,1,1,54,1,0,0
1.1.1.1,192.168.196.1,130,65,1,54,0,0,0
192.168.196.1,1.1.1.1,76,1,0,128,0,0,0
192.168.196.1,1.1.1.1,76,65,0,128,0,0,0
192.168.196.1,1.1.1.1,91,1,0,128,0,0,0
192.168.196.1,1.1.1.1,91,65,0,128,0,0,0
192.168.196.1,1.1.1.1,75,1,0,128,0,0,0
192.168.196.1,1.1.1.1,75,65,0,128,0,0,0
192.168.196.1,1.0.0.1,76,1,0,128,0,0,0
192.168.196.1,1.0.0.1,76,65,0,128,0,0,0
1.1.1.1,192.168.196.1,347,1,1,54,16,0,0
1.1.1.1,192.168.196.1,148,65,1,54,0,0,0
1.1.1.1,192.168.196.1,91,1,1,54,1,0,0
1.1.1.1,192.168.196.1,132,65,1,54,0,0,0
1.0.0.1,192.168.196.1,121,1,1,54,2,0,0
1.0.0.1,192.168.196.1,156,65,1,54,1,0,0
1.0.0.1,192.168.196.1,121,1,1,54,2,0,0
192.168.196.1,1.1.1.1,76,1,0,128,0,0,0
192.168.196.1,1.1.1.1,76,65,0,128,0,0,0
192.168.196.1,1.0.0.1,76,1,0,128,0,0,0
192.168.196.1,1.0.0.1,76,65,0,128,0,0,0
192.168.196.1,1.0.0.1,91,1,0,128,0,0,0
192.168.196.1,1.0.0.1,91,65,0,128,0,0,0
1.0.0.1,192.168.196.1,179,65,1,54,1,0,0
1.0.0.1,192.168.196.1,111,1,1,54,2,0,0
1.0.0.1,192.168.196.1,148,65,1,54,0,0,0
1.0.0.1,192.168.196.1,347,1,1,54,16,0,0
192.168.196.1,1.0.0.1,74,1,0,128,0,0,0
192.168.196.1,1.0.0.1,74,65,0,128,0,0,0
192.168.196.1,1.1.1.1,85,1,0,128,0,0,0
192.168.196.1,1.1.1.1,85,65,0,128,0,0,0
192.168.196.1,1.0.0.1,86,1,0,128,0,0,0
192.168.196.1,1.0.0.1,86,65,0,128,0,0,0
1.0.0.1,192.168.196.1,90,1,1,54,1,0,0
192.168.196.1,1.1.1.1,80,1,0,128,0,0,0
192.168.196.1,1.1.1.1,80,65,0,128,0,0,0
192.168.196.1,1.0.0.1,89,1,0,128,0,0,0
192.168.196.1,1.0.0.1,89,65,0,128,0,0,0
192.168.196.1,1.1.1.1,85,1,0,128,0,0,0
192.168.196.1,1.0.0.1,85,65,0,128,0,0,0
1.0.0.1,192.168.196.1,158,65,1,54,0,0,0
1.1.1.1,192.168.196.1,158,65,1,54,1,0,0
1.1.1.1,192.168.196.1,117,1,1,54,2,0,0
1.0.0.1,192.168.196.1,102,1,1,54,1,0,0
1.0.0.1,192.168.196.1,136,65,1,54,0,0,0
192.168.196.1,1.1.1.1,80,1,0,128,0,0,0
192.168.196.1,1.0.0.1,80,65,0,128,0,0,0
1.0.0.1,192.168.196.1,139,65,1,54,0,0,0
1.1.1.1,192.168.196.1,158,65,1,54,1,0,0
1.1.1.1,192.168.196.1,124,1,1,54,2,0,0
1.0.0.1,192.168.196.1,105,1,1,54,1,0,0
1.0.0.1,192.168.196.1,158,65,1,54,1,0,0
1.1.1.1,192.168.196.1,117,1,1,54,2,0,0
1.0.0.1,192.168.196.1,158,65,1,54,1,0,0
1.1.1.1,192.168.196.1,124,1,1,54,2,0,0
192.168.196.1,1.0.0.1,91,1,0,128,0,0,0
192.168.196.1,1.0.0.1,91,65,0,128,0,0,0
1.0.0.1,192.168.196.1,148,65,1,54,0,0,0
1.0.0.1,192.168.196.1,347,1,1,54,16,0,0
192.168.196.1,1.0.0.1,80,1,0,128,0,0,0
192.168.196.1,1.0.0.1,80,65,0,128,0,0,0
1.0.0.1,192.168.196.1,96,1,1,54,1,0,0
1.0.0.1,192.168.196.1,131,65,1,54,0,0,0
192.168.196.1,1.0.0.1,75,1,0,128,0,0,0
192.168.196.1,1.0.0.1,75,65,0,128,0,0,0
1.0.0.1,192.168.196.1,132,65,1,54,0,0,0
1.0.0.1,192.168.196.1,91,1,1,54,1,0,0
192.168.196.1,224.0.0.251,87,12,0,255,0,0,0
192.168.196.1,1.0.0.1,73,1,0,128,0,0,0
192.168.196.1,1.0.0.1,73,65,0,128,0,0,0
192.168.196.1,1.0.0.1,80,1,0,128,0,0,0
192.168.196.1,1.0.0.1,80,65,0,128,0,0,0
192.168.196.1,1.0.0.1,79,1,0,128,0,0,0
192.168.196.1,1.0.0.1,79,65,0,128,0,0,0
192.168.196.1,1.0.0.1,80,1,0,128,0,0,0
192.168.196.1,1.0.0.1,80,65,0,128,0,0,0
192.168.196.1,1.0.0.1,70,1,0,128,0,0,0
192.168.196.1,1.0.0.1,70,65,0,128,0,0,0
192.168.196.1,1.0.0.1,73,1,0,128,0,0,0
192.168.196.1,1.1.1.1,73,65,0,128,0,0,0
1.0.0.1,192.168.196.1,167,65,1,54,1,0,0
1.0.0.1,192.168.196.1,126,1,1,54,2,0,0
192.168.196.1,1.0.0.1,79,1,0,128,0,0,0
192.168.196.1,1.1.1.1,79,65,0,128,0,0,0
1.0.0.1,192.168.196.1,86,1,1,54,1,0,0
1.0.0.1,192.168.196.1,126,1,1,54,2,0,0
1.0.0.1,192.168.196.1,167,65,1,54,1,0,0
1.0.0.1,192.168.196.1,95,65,1,54,1,0,0
192.168.196.1,1.0.0.1,78,1,0,128,0,0,0
192.168.196.1,1.0.0.1,78,65,0,128,0,0,0
1.0.0.1,192.168.196.1,134,1,1,54,2,0,0
1.1.1.1,192.168.196.1,175,65,1,54,1,0,0
1.0.0.1,192.168.196.1,95,1,1,54,1,0,0
1.1.1.1,192.168.196.1,129,65,1,54,0,0,0
192.168.196.1,1.1.1.1,80,1,0,128,0,0,0
192.168.196.1,1.1.1.1,80,65,0,128,0,0,0
192.168.196.1,1.1.1.1,78,1,0,128,0,0,0
192.168.196.1,1.1.1.1,78,65,0,128,0,0,0
1.1.1.1,192.168.196.1,126,1,1,54,2,0,0
1.1.1.1,192.168.196.1,167,65,1,54,1,0,0
1.1.1.1,192.168.196.1,113,1,1,54,2,0,0
1.1.1.1,192.168.196.1,148,65,1,54,1,0,0
192.168.196.1,1.1.1.1,78,1,0,128,0,0,0
192.168.196.1,1.1.1.1,78,65,0,128,0,0,0
192.168.196.1,1.1.1.1,78,1,0,128,0,0,0
192.168.196.1,1.0.0.1,78,65,0,128,0,0,0
1.1.1.1,192.168.196.1,150,65,1,54,1,0,0
1.1.1.1,192.168.196.1,115,1,1,54,2,0,0
1.0.0.1,192.168.196.1,150,65,1,54,1,0,0
1.1.1.1,192.168.196.1,115,1,1,54,2,0,0
192.168.196.1,1.1.1.1,70,1,0,128,0,0,0
1.1.1.1,192.168.196.1,86,1,1,54,1,0,0
192.168.196.1,1.1.1.1,92,1,0,128,0,0,0
1.1.1.1,192.168.196.1,215,1,1,54,3,0,0
192.168.196.1,1.1.1.1,70,1,0,128,0,0,0
1.1.1.1,192.168.196.1,86,1,1,54,1,0,0
192.168.196.1,1.1.1.1,70,1,0,128,0,0,0
1.1.1.1,192.168.196.1,102,1,1,54,2,0,0
192.168.196.1,1.1.1.1,80,12,0,128,0,0,0
1.1.1.1,192.168.196.1,109,12,1,54,1,0,0
192.168.196.1,1.1.1.1,70,1,0,128,0,0,0
1.1.1.1,192.168.196.1,86,1,1,54,1,0,0
192.168.196.1,1.1.1.1,70,28,0,128,0,0,0
1.1.1.1,192.168.196.1,98,28,1,54,1,0,0
192.168.196.1,1.1.1.1,80,1,0,128,0,0,0
1.1.1.1,192.168.196.1,192,1,1,54,4,0,0
192.168.196.1,1.1.1.1,74,1,0,128,0,0,0
1.1.1.1,192.168.196.1,310,1,1,54,9,0,0
192.168.196.1,1.1.1.1,90,1,0,128,0,0,0
1.1.1.1,192.168.196.1,211,1,1,54,3,0,0
192.168.196.1,1.1.1.1,75,1,0,128,0,0,0
192.168.196.1,1.1.1.1,85,1,0,128,0,0,0
192.168.196.1,1.1.1.1,85,65,0,128,0,0,0
192.168.196.1,1.0.0.1,75,1,0,128,0,0,0
1.1.1.1,192.168.196.1,245,1,1,54,5,0,0
1.1.1.1,192.168.196.1,158,65,1,54,1,0,0
1.1.1.1,192.168.196.1,117,1,1,54,2,0,0
1.0.0.1,192.168.196.1,245,1,1,54,5,0,0
192.168.196.1,1.1.1.1,80,12,0,128,0,0,0
1.1.1.1,192.168.196.1,109,12,1,54,1,0,0
192.168.196.1,1.1.1.1,70,15,0,128,0,0,0
1.1.1.1,192.168.196.1,185,15,1,54,5,0,0
192.168.196.1,1.0.0.1,85,1,0,128,0,0,0
192.168.196.1,1.0.0.1,85,65,0,128,0,0,0
1.0.0.1,192.168.196.1,158,65,1,54,1,0,0
1.0.0.1,192.168.196.1,117,1,1,54,2,0,0
192.168.196.1,1.1.1.1,80,12,0,128,0,0,0
1.1.1.1,192.168.196.1,109,12,1,54,1,0,0
192.168.196.1,1.1.1.1,70,2,0,128,0,0,0
1.1.1.1,192.168.196.1,293,2,1,54,8,0,0
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.1.200,192.168.196.1,70,255,0,64,0,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
192.168.196.1,192.168.1.200,151,255,1,128,2,0,1
